,quality_score,view_certificate_1,view_certificate_2,Cupping Protocol and Descriptors,View Green Analysis Details,Request a Sample,Species,Owner,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,NA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,NA.1,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,NA.2,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA.3,Expiration,Certification Body,Certification Address,Certification Contact,,Notes
320,83.67,,,,,,Arabica,"CECA, S.A.",Costa Rica,,8062-1,CAFEX,5-025-0109,"CECA,S.A.",1350,WEST VALLEY,,275,69 kg,Specialty Coffee Association of Costa Rica,,"March 14th, 2016","CECA, S.A.",,Completed,,Sample,7.33,7.67,7.67,7.5,7.67,7.5,Sample,10,10,10,8.33,Sample  83.67,,11 %,0 full defects,0,Blue-Green,1 full defects,,"March 14th, 2017",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,
321,83.67,,,,,,Arabica,Doi Tung Development Project,Thailand,,,,-,Doi Tung Development Project,800++,THAILAND,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,,Completed,Washed / Wet,Sample,7.5,7.75,7.58,7.83,7.67,7.58,Sample,10,10,10,7.75,Sample  83.67,,12 %,0 full defects,0,Bluish-Green,0 full defects,,"June 8th, 2016",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
322,83.67,,,,,,Arabica,Rob Stephen,Colombia,,,,3-259-1444,Olam Specialty Coffee,1550-1700m,Huila,Agrotello Coop,100,2 lbs,Specialty Coffee Association,2014/2015,"November 21st, 2014",Rob Stephen,Caturra,Completed,Washed / Wet,Sample,7.5,7.75,7.5,7.75,7.67,7.67,Sample,10,10,10,7.83,Sample  83.67,,11 %,0 full defects,0,,4 full defects,,"November 21st, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
323,83.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA LAS CUEVITAS,,BENEFICIO EXPORTCAFE AGUA SANTA,11-52-380,"EXPORTCAFE, S.A.",4451 METROS,HUEHUETENANGO,FRANCISCO LUIS MARTINEZ LOPEZ,275,69 kg,Asociacion Nacional Del Café,2014,"February 27th, 2014",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,8,7.5,7.33,8,8,8,Sample,9.33,10,10,7.5,Sample  83.67,,10 %,0 full defects,0,Green,0 full defects,,"February 27th, 2015",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
324,83.67,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,VARIAS,,TRILLADORA BONANZA,3-68-0021,Exportadora de Cafe Condor S.A,1750 MSNM,HUILA SUPREMO,,250,70 kg,Almacafé,2013,"October 29th, 2013",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.83,7.75,7.67,7.58,7.58,7.67,Sample,10,10,10,7.58,Sample  83.67,,0 %,0 full defects,0,Green,3 full defects,,"October 29th, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
325,83.67,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-2865,Racafe & Cia S.C.A,1800 - 2000,Huila,Huila,250,70 kg,Almacafé,2013,"August 16th, 2013",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.67,7.67,7.67,7.33,7.75,Sample,10,10,10,7.92,Sample  83.67,,0 %,0 full defects,0,Green,1 full defects,,"August 16th, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
326,83.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA UNION MONTEVERDE,,BENEFICIO IXCHEL,11/23/0634,"UNEX (GUATEMALA), S.A.",4300,ORIENTE,"AGRICOLA MONTE VERDE, S.A.",250,69 kg,Asociacion Nacional Del Café,2013,"May 30th, 2013",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,7.67,7.42,7.67,8,7.75,Sample,10,10,10,7.5,Sample  83.67,,12 %,1 full defects,0,Green,3 full defects,,"May 30th, 2014",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
327,83.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL SACRAMENTO,,BENEFICIO IXCHEL,11/23/0420,"UNEX (GUATEMALA),S.A",4300,ORIENTE,LUIS RODRIGUEZ,250,69 kg,Asociacion Nacional Del Café,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.83,7.67,7.33,7.67,7.67,7.83,Sample,10,10,10,7.67,Sample  83.67,,11 %,0 full defects,0,Green,2 full defects,,"February 26th, 2014",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
328,83.67,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora bonanza,3-68-0045,Exportadora de Cafe Condor S.A,1750 msnm,huila,,250,70 kg,Almacafé,2012,"November 22nd, 2012",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.75,7.58,7.83,7.17,7.75,Sample,10,10,10,7.83,Sample  83.67,,11 %,0 full defects,0,Green,1 full defects,,"November 22nd, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
329,83.67,,,,,,Arabica,The Coffee Source Inc.,Guatemala,Finca Quequesquez,,Finca Quequesquez,11-183-22,The Coffee Source Inc.,1450,Oriente,Finca Quequesquez,250,1 kg,Specialty Coffee Association,2012,"August 23rd, 2012",The Coffee Source Inc.,Caturra,Completed,Natural / Dry,Sample,8.17,8.17,7.83,7.67,8.08,7.75,Sample,9.33,9.33,9.33,8,Sample  83.67,,11 %,0 full defects,0,Green,1 full defects,,"August 23rd, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
330,83.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,AGROPECUARIA QUIAGRAL,,BENEFICIO IXCHEL,11/23/0933,"UNEX (GUATEMALA), S.A",4300,ORIENTE,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Café,2012,"July 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,8.17,7.5,7.42,7.58,7.83,Sample,10,10,10,7.5,Sample  83.67,,11 %,0 full defects,0,Green,13 full defects,,"July 9th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
331,83.67,,,,,,Arabica,JUAN LUIS ORTEGA CARBALLO,Mexico,FINCA APOXTLA,,"XICOTEPEC DE JUAREZ, PUEBLA",1207033381,,1100,XICOTEPEC DE JUAREZ,JUAN LUIS ORTEGA CARBALLO,48,1 kg,AMECAFE,2012,"July 2nd, 2012",JUAN LUIS ORTEGA CARBALLO,Typica,Completed,Washed / Wet,Sample,7.67,7.5,7.5,7.33,7.83,8.25,Sample,10,10,10,7.58,Sample  83.67,,12 %,4 full defects,0,Green,11 full defects,,"July 2nd, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
332,83.67,,,,,,Arabica,EKAI International Company Ltd.,Indonesia,"Ijen Highland, East Java",,PT. Perkebunan Nusantara XII,,SCAI,1200-1600masl,East Java,PT. Perkebunan Nusantara XII,10,60 kg,Specialty Coffee Association of Indonesia,2012,"May 23rd, 2012",EKAI International Company Ltd.,Typica,Completed,Washed / Wet,Sample,8.17,7.67,7.58,7.58,7.42,7.67,Sample,10,10,10,7.58,Sample  83.67,,12 %,0 full defects,0,Green,0 full defects,,"May 23rd, 2013",Specialty Coffee Association of Indonesia,"Ministry of Agriculture Republic Indonesia, Build C 5th Floor wing B Room 515 . Jl.Harsono RM South Jakarta",Balkis Faisal - 081284251303 / 085780031543,,
333,83.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,,"BENEFICIO 2000 KM. 25.5 CARRETERA A EL SALVADOR, GUATEMALA",11/11711/08,"SIEMBRAS VISION, S.A",5000,"SACATEPEQUEZ, GUATEMALA","SIEMBRAS VISION, S.A",250,69 kg,Asociacion Nacional Del Café,2012,"April 30th, 2012",Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,Sample,7.67,7.5,7.33,8,7.67,7.67,Sample,10,10,10,7.83,Sample  83.67,,10 %,0 full defects,0,Green,0 full defects,,"April 30th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
334,83.67,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,HDOA 210345,,,,,3,100 lbs,Specialty Coffee Association,,"April 21st, 2011",Kona Pacific Farmers Cooperative,,Completed,,Sample,7.75,8,7.92,8.08,7.75,8,Sample,9.33,9.33,9.33,8.17,Sample  83.67,,0 %,0 full defects,0,,0 full defects,,"April 20th, 2012",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
335,83.58,,,,,,Arabica,Ipanema Coffees,Brazil,Fazenda Capoeirinha,020/17,Dry mill,002/1660/0080,Ipanema Coffees,890,South of Minas Gerais,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Completed,Natural / Dry,Sample,7.58,7.67,7.58,7.58,7.67,7.58,Sample,10,10,10,7.92,Sample  83.58,,11 %,0 full defects,0,Green,5 full defects,,"October 20th, 2018",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,
336,83.58,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA SANTA CLARA,11/52/1170,BENEFICIO EXPORTCAFE AGUA SANTA,11/52/1170,"EXPORTCAFE, S.A.",3702,HUEHUETENANGO,JUAN RAMIREZ MORALES,275,69 kg,Asociacion Nacional Del Café,2016,"July 5th, 2016",Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,Sample,7.75,7.75,7.5,7.83,7.58,7.58,Sample,10,10,10,7.58,Sample  83.58,,11 %,0 full defects,1,Green,0 full defects,,"July 5th, 2017",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
337,83.58,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,3-37-2548,Bachue,3-37-2548,Racafe & Cia S.C.A,,Huila,La Plata,275,70 kg,Almacafé,2016,"April 15th, 2016",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.75,7.58,7.58,7.67,7.58,Sample,10,10,10,7.67,Sample  83.58,,11 %,0 full defects,0,Green,4 full defects,,"April 15th, 2017",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
338,83.58,,,,,,Arabica,Yunnan Coffee Exchange,China,Menglian Mang Pan Professional Cooperative,YNC-16029,Menglian Mang Pan Professional Cooperative,,Yunnan Coffee Exchange,1100,Yunnan Province Pu'er City Menglian County,Menglian Mang Pan Professional Cooperative,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Completed,Washed / Wet,Sample,7.67,7.58,7.58,7.58,7.67,7.75,Sample,10,10,10,7.75,Sample  83.58,,10 %,0 full defects,1,Green,4 full defects,,"April 6th, 2017",Yunnan Coffee Exchange,"Warehouse of YCE, Chuangye Road, Munaihe Industrial Park, Pu'er Yunnan Province 665000",Zooey Li - +8608792891121,,
339,83.58,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0636,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,275,70 kg,Almacafé,2015,"November 19th, 2015",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.75,7.58,7.67,7.75,7.58,Sample,10,10,10,7.58,Sample  83.58,,12 %,0 full defects,0,Green,3 full defects,,"November 18th, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
340,83.58,,,,,,Arabica,ANDREAS KUSSMAUL,Mexico,Exportadora Café California,,Exportadora Café California,016-2028-042,Exportadora Café California,1200,"CHIAPAS, JALTENANGO",Exportadora Café California,275,2 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2014,"May 12th, 2015",ANDREAS KUSSMAUL,Caturra,Completed,Washed / Wet,Sample,7.75,7.75,7.58,7.58,7.5,7.67,Sample,10,10,10,7.75,Sample  83.58,,12 %,1 full defects,0,Green,13 full defects,,"May 11th, 2016",Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,Liverpool 91 COL. Juárez CP06600. Cuauhtémoc México DF,ING. Arturo Hernández Fujigaki - +52 (55) 56984710,,
341,83.58,,,,,,Arabica,EssenceCoffee,Ethiopia,Lomi Tasha,,Worka,100181006,Essence Coffee,1700-2000m,Yirgacheffe,LevelUp,250,60 kg,Blossom Valley International,2014,"March 25th, 2015",EssenceCoffee,Other,Completed,Washed / Wet,Sample,7.75,7.67,7.58,7.67,7.5,7.67,Sample,10,10,10,7.75,Sample  83.58,,0 %,0 full defects,0,,7 full defects,,"March 24th, 2016",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,
342,83.58,,,,,,Arabica,Bulamburi coffee farmers association,Uganda,Bulamburi coffee farmers,,Bulamburi coffee farmers,0,Bulamburi coffee farmers association,1800,Eastern,Bulamburi coffee farmers association,100,60 kg,Uganda Coffee Development Authority,2013,"June 27th, 2014",Bulamburi coffee farmers association,SL14,Completed,Washed / Wet,Sample,7.67,7.67,7.42,7.75,7.75,7.67,Sample,10,10,10,7.67,Sample  83.58,,12 %,0 full defects,0,Green,5 full defects,,"June 27th, 2015",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Clare Rwakatogoro - 256-41-256940/233073,,
343,83.58,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora Bonanza,14-3-79-1921,ecom cca sa,1600,CUNDINAMARCA,,250,70 kg,Almacafé,2014,"June 24th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Natural / Dry,Sample,7.67,7.58,7.67,7.67,7.67,7.67,Sample,10,10,10,7.67,Sample  83.58,,0 %,0 full defects,0,Green,0 full defects,,"June 24th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
344,83.58,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora Agricola,14-3-79-0953,ecom cca sa,1550,Santander,,250,70 kg,Almacafé,2014,"March 13th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.58,7.67,7.58,7.67,7.75,Sample,10,10,10,7.67,Sample  83.58,,12 %,0 full defects,0,Green,1 full defects,,"March 13th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
345,83.58,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora Agricola - Bucaramanga,3-79-0828,ecom cca sa,1550,Santander,,250,70 kg,Almacafé,2014,"March 21st, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.58,7.5,7.58,7.75,7.83,Sample,10,10,10,7.58,Sample  83.58,,0 %,0 full defects,0,,0 full defects,,"March 21st, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
346,83.58,,,,,,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Dragon Coffee 龍咖啡,,Dragon Coffee 龍咖啡,,Blossom Valley宸嶧國際,1000 M,Taichung Xinshe 台中市新社區,Gu zhi min 古智閔,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Completed,Other,Sample,7.75,7.75,7.75,7.75,7.5,7.58,Sample,10,10,10,7.5,Sample  83.58,,11 %,0 full defects,0,Green,0 full defects,,"December 26th, 2014",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,
347,83.58,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-1824,C.I.Racafe & Cia S.C.A,DE 1.600 A 1.950 MSNM,HUILA,LA PLATA,275,70 kg,Almacafé,2012,"August 31st, 2012",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.67,7.58,7.67,7.75,7.58,Sample,10,10,10,7.67,Sample  83.58,,11 %,0 full defects,0,Green,3 full defects,,"August 31st, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
348,83.58,,,,,,Arabica,ALFREDO BOJALIL,Mexico,OJO DE AGUA,,AGROINDUSTRIAS UNIDAS DE MEXICO,2222,ECOMTRADING,1000,XALAPA,JULIAN ALBERTO URRUTIA MOYA,250,1 kg,AMECAFE,2012,"June 6th, 2012",ALFREDO BOJALIL,Typica,Completed,Washed / Wet,Sample,7.83,7.67,7.58,7.58,7.67,7.58,Sample,10,10,10,7.67,Sample  83.58,,12 %,0 full defects,0,,2 full defects,,"June 6th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
349,83.58,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,,,3-59-0951,CARCAFE LTDA CI,2136 msnm,CUNDINAMARCA,ORLANDO ORTIZ/WILSON SANCHEZ/GILBERTO ACOSTA,250,70 kg,Almacafé,2012,"April 2nd, 2012",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,Sample,7.67,7.58,7.58,7.58,7.67,7.75,Sample,10,10,10,7.75,Sample  83.58,,11 %,0 full defects,0,Green,4 full defects,,"April 2nd, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
350,83.58,,,,,,Arabica,NUCOFFEE,Brazil,Fazenda Jericó,,,002/1251/0181,NUCOFFEE,1100m,South of Minas Gerais,Alvaro Resende Aguiar,33,60 kg,NUCOFFEE,2012,"January 23rd, 2012",NUCOFFEE,Catuai,Completed,Semi-washed / Semi-pulped,Sample,7.83,7.75,7.5,7.75,7.5,7.58,Sample,10,10,10,7.67,Sample  83.58,,12 %,0 full defects,0,Blue-Green,2 full defects,,"January 22nd, 2013",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,
351,83.5,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,3-59-1695,Bogota,3-59-1695,CARCAFE LTDA CI,1799,cundinamarca,Orlando Moreno / Willson Sanchez,50,70 kg,Almacafé,2016,"February 20th, 2017",CARCAFE LTDA CI,Caturra,Completed,Washed / Wet,Sample,7.75,7.58,7.58,7.75,7.75,7.5,Sample,10,10,10,7.58,Sample  83.50,,0 %,0 full defects,0,Bluish-Green,5 full defects,,"February 20th, 2018",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
352,83.5,,,,,,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,南投縣魚池鄉水社村中正路63-1號,2,黑咖啡道,,宸嶧國際,,,黑咖啡道王憲備0912326001        ,1,10 kg,Blossom Valley International,2016 / 2017,"February 13th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,,Completed,,,7.58,7.58,7.17,7.17,7,7,Sample,10,10,10,10,Sample  83.50,,11 %,0 full defects,0,Blue-Green,0 full defects,,"February 13th, 2018",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,had too many category 3 tables. used the last one
353,83.5,,,,,,Arabica,"CECA, S.A.",Costa Rica,,8038,Beneficio Montañas del Diamante,5-025-0250,"CECA,S.A.",1850,Tarrazu,Martin Gutierrez,245,69 kg,Specialty Coffee Association of Costa Rica,2015,"June 6th, 2016","CECA, S.A.",Caturra,Completed,Washed / Wet,Sample,7.92,7.42,7.5,7.67,7.5,7.67,Sample,10,10,10,7.83,Sample  83.50,,0 %,0 full defects,0,Blue-Green,0 full defects,,"June 6th, 2017",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,
354,83.5,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,3-59-1919,Neiva,3-59-1919,CARCAFE LTDA,1000,PITALITO - HUILA,Mecias Urbano / Yaniver Alvarez,250,70 kg,Almacafé,2016,"April 7th, 2016",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,Sample,7.75,7.58,7.58,7.5,7.75,7.75,Sample,10,10,10,7.58,Sample  83.50,,0 %,0 full defects,0,Green,0 full defects,,"April 7th, 2017",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
355,83.5,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA ESPERANZA,11/23/0145,BENEFICIO IXCHEL,11/23/0145,"UNEX GUATEMALA, S.A.",4000,ORIENTE,MARGARITA AVILA DE NUYENS,250,69 kg,Asociacion Nacional Del Café,2016,"March 16th, 2016",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,7.75,7.5,7.83,7.58,7.58,Sample,10,10,10,7.58,Sample  83.50,,10 %,0 full defects,2,Bluish-Green,5 full defects,,"March 16th, 2017",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
356,83.5,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0634,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,180,70 kg,Almacafé,2015,"November 19th, 2015",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.58,7.58,7.58,7.58,7.75,7.67,Sample,10,10,10,7.75,Sample  83.50,,12 %,0 full defects,0,Green,4 full defects,,"November 18th, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
357,83.5,,,,,,Arabica,Damari Absalome,"Tanzania, United Republic Of",ANO Family,,Arusha,CA007,TAWOCA,1400M,Nkure- Meru,Mr & Mrs Damari Absalome,5,60 kg,Africa Fine Coffee Association,2015,"November 16th, 2015",Damari Absalome,Ruiru 11,Completed,Washed / Wet,Sample,7.75,7.67,7.58,7.67,7.67,7.58,Sample,10,10,10,7.58,Sample  83.50,,13 %,0 full defects,0,Green,21 full defects,,"November 15th, 2016",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,
358,83.5,,,,,,Arabica,Aulia Arif Syahri,Indonesia,Yusrin,,OLAM,To be advice,PT. Olam Indonesia,1500,Bener Meriah,Yusrin,200,30 kg,Specialty Coffee Association,2015,"September 14th, 2015",Aulia Arif Syahri,Sumatra,Completed,Semi-washed / Semi-pulped,Sample,7.25,7.67,7.58,7.92,7.83,7.58,Sample,10,10,10,7.67,Sample  83.50,,13 %,0 full defects,0,Bluish-Green,8 full defects,,"September 13th, 2016",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
359,83.5,,,,,,Arabica,Debesa Agro Industry Plc,Ethiopia,,,,2014/15,Debesa Agro Industry Plc,1600 on Average,Oromia,Debesa,320,60 kg,METAD Agricultural Development plc,2014,"March 31st, 2015",Debesa Agro Industry Plc,,Completed,Natural / Dry,Sample,7.67,7.75,7.5,7.58,7.75,7.67,Sample,10,10,10,7.58,Sample  83.50,,10 %,1 full defects,0,,18 full defects,,"March 30th, 2016",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",,
360,83.5,,,,,,Arabica,Federacion Nacional de Cafeteros,Colombia,,,,01-1437,Federacion Nacional de Cafeteros,,Huila,,275,2 kg,Almacafé,2014,"March 12th, 2015",Federacion Nacional de Cafeteros,,Completed,Washed / Wet,Sample,7.67,7.42,7.67,7.83,7.58,7.67,Sample,10,10,10,7.67,Sample  83.50,,0 %,1 full defects,0,,0 full defects,,"March 11th, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
361,83.5,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,BONANZA - ARMENIA,3-68-0068,Exportadora de Cafe Condor S.A,1850 MSNM,HUILA,,275,70 kg,Almacafé,2014,"January 22nd, 2015",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,8,7.58,7.25,7.58,7.92,7.58,Sample,10,10,10,7.58,Sample  83.50,,11 %,0 full defects,0,Green,0 full defects,,"January 22nd, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
362,83.5,,,,,,Arabica,The Coffee Source Inc.,Guatemala,SEVERAL,,IXCHEL,11-023-0025,The Coffee Source Inc.,1400 mts,Atitlan,UNEX,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"December 18th, 2014",The Coffee Source Inc.,Caturra,Completed,Washed / Wet,Sample,7.58,7.75,7.5,7.83,7.42,7.67,Sample,10,10,10,7.75,Sample  83.50,,10 %,0 full defects,0,Green,0 full defects,,"December 18th, 2015",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,
363,83.5,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora bonanza,3-79-2009,ecom cca sa,1650,cundinamarca,,250,70 kg,Almacafé,2014,"August 11th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.58,7.33,7.5,7.83,7.83,Sample,10,10,10,7.67,Sample  83.50,,0 %,2 full defects,0,,0 full defects,,"August 11th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
